,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Hardness,Predict
211,11.6,29.9,1400,0.0,0,0,0.0,0.0,1.0430813e-05
211,11.6,29.9,1600,0.0,0,0,0.0,0.0,2.8014183e-06
211,11.6,29.9,1800,0.0,0,0,0.0,0.0,7.748604e-07
211,11.6,29.9,2000,0.0,0,0,0.0,0.0,2.0861626e-07
314,17.62,18.84,0,8571.4,50,50,142.0,0.452229299,0.59245825
314,17.62,18.84,0,0.0,0,0,0.0,0.0,0.0069400966
250,17.62,18.84,0,5714.3,80,30,94.0,0.376,0.412069
250,17.62,18.84,50,5714.3,80,30,93.0,0.37200000000000005,0.47130737
250,17.62,18.84,100,5714.3,80,30,80.0,0.32,0.39218172
250,17.62,18.84,150,5714.3,80,30,52.0,0.20800000000000002,0.26368365
250,17.62,18.84,200,5714.3,80,30,30.0,0.12,0.17963639
250,17.62,18.84,250,5714.3,80,30,6.0,0.024,0.10766062
250,17.62,18.84,300,5714.3,80,30,8.0,0.032,0.08975676
250,17.62,18.84,350,5714.3,80,30,0.0,0.0,0.062101215
250,17.62,18.84,400,5714.3,80,30,0.0,0.0,0.04688388
250,17.62,18.84,450,5714.3,80,30,0.0,0.0,0.034245253
250,17.62,18.84,500,5714.3,80,30,0.0,0.0,0.024924576
250,17.62,18.84,550,5714.3,80,30,0.0,0.0,0.018093199
250,17.62,18.84,600,5714.3,80,30,0.0,0.0,0.013109058
250,17.62,18.84,700,5714.3,80,30,0.0,0.0,0.006855339
250,17.62,18.84,800,5714.3,80,30,0.0,0.0,0.003574133
250,17.62,18.84,900,5714.3,80,30,0.0,0.0,0.0018604398
250,17.62,18.84,1000,5714.3,80,30,0.0,0.0,0.0009676218
250,17.62,18.84,1100,5714.3,80,30,0.0,0.0,0.0005030334
250,17.62,18.84,1200,5714.3,80,30,0.0,0.0,0.00026148558
250,17.62,18.84,1300,5714.3,80,30,0.0,0.0,0.0001359582
250,17.62,18.84,1400,5714.3,80,30,0.0,0.0,7.069111e-05
250,17.62,18.84,1500,5714.3,80,30,0.0,0.0,3.671646e-05
250,17.62,18.84,1600,5714.3,80,30,0.0,0.0,1.9103289e-05
250,17.62,18.84,1700,5714.3,80,30,0.0,0.0,9.924173e-06
250,17.62,18.84,1800,5714.3,80,30,0.0,0.0,5.1259995e-06
250,17.62,18.84,1900,5714.3,80,30,0.0,0.0,2.6524067e-06
250,17.62,18.84,2000,5714.3,80,30,0.0,0.0,1.3411045e-06
250,17.62,18.84,0,0.0,0,0,0.0,0.0,0.0069400966
250,17.62,18.84,200,0.0,0,0,0.0,0.0,0.025016993
250,17.62,18.84,400,0.0,0,0,0.0,0.0,0.0068565607
250,17.62,18.84,600,0.0,0,0,0.0,0.0,0.0018955767
250,17.62,18.84,800,0.0,0,0,0.0,0.0,0.00052446127
250,17.62,18.84,1000,0.0,0,0,0.0,0.0,0.0001450479
250,17.62,18.84,1200,0.0,0,0,0.0,0.0,4.0113926e-05
250,17.62,18.84,1400,0.0,0,0,0.0,0.0,1.1026859e-05
250,17.62,18.84,1600,0.0,0,0,0.0,0.0,3.0994415e-06
250,17.62,18.84,1800,0.0,0,0,0.0,0.0,8.34465e-07
250,17.62,18.84,2000,0.0,0,0,0.0,0.0,2.0861626e-07
684,9.66,17.42,0,40000.0,40,16,300.06,0.438684211,0.40832648
684,9.66,17.42,25,40000.0,40,16,300.74,0.43967836299999996,0.43605524
684,9.66,17.42,75,40000.0,40,16,274.37,0.40112573100000004,0.41829935
684,9.66,17.42,125,40000.0,40,16,172.54,0.252251462,0.22817934
684,9.66,17.42,175,40000.0,40,16,107.77,0.15755848,0.15360734
684,9.66,17.42,225,40000.0,40,16,55.7,0.081432749,0.09167424
684,9.66,17.42,275,40000.0,40,16,0.0,0.0,0.047836006
684,9.66,17.42,325,40000.0,40,16,0.0,0.0,0.03874892
684,9.66,17.42,375,40000.0,40,16,0.0,0.0,0.03133127
684,9.66,17.42,425,40000.0,40,16,0.0,0.0,0.029822707
684,9.66,17.42,475,40000.0,40,16,0.0,0.0,0.029050171
684,9.66,17.42,525,40000.0,40,16,0.0,0.0,0.02955705
684,9.66,17.42,575,40000.0,40,16,0.0,0.0,0.024025828
684,9.66,17.42,625,40000.0,40,16,0.0,0.0,0.020608664
684,9.66,17.42,675,40000.0,40,16,0.0,0.0,0.018776417
684,9.66,17.42,725,40000.0,40,16,0.0,0.0,0.017104268
684,9.66,17.42,775,40000.0,40,16,0.0,0.0,0.015578628
684,9.66,17.42,825,40000.0,40,16,0.0,0.0,0.014187127
684,9.66,17.42,875,40000.0,40,16,0.0,0.0,0.012918234
684,9.66,17.42,925,40000.0,40,16,0.0,0.0,0.011761546
684,9.66,17.42,975,40000.0,40,16,0.0,0.0,0.01070714
684,9.66,17.42,1025,40000.0,40,16,0.0,0.0,0.009746492
684,9.66,17.42,0,0.0,0,0,0.0,0.0,0.008397549
684,9.66,17.42,200,0.0,0,0,0.0,0.0,0.025729835
684,9.66,17.42,400,0.0,0,0,0.0,0.0,0.007061571
684,9.66,17.42,600,0.0,0,0,0.0,0.0,0.0019328594
684,9.66,17.42,800,0.0,0,0,0.0,0.0,0.0005348325
684,9.66,17.42,1000,0.0,0,0,0.0,0.0,0.00014781952
684,9.66,17.42,1200,0.0,0,0,0.0,0.0,4.0888786e-05
684,9.66,17.42,1400,0.0,0,0,0.0,0.0,1.129508e-05
684,9.66,17.42,1600,0.0,0,0,0.0,0.0,3.0398369e-06
684,9.66,17.42,1800,0.0,0,0,0.0,0.0,8.6426735e-07
684,9.66,17.42,2000,0.0,0,0,0.0,0.0,2.0861626e-07
190,9.42,16.35,0,0.0,0,0,0.0,0.0,0.009570599
190,9.42,16.35,200,0.0,0,0,0.0,0.0,0.026123136
190,9.42,16.35,400,0.0,0,0,0.0,0.0,0.007184446
190,9.42,16.35,600,0.0,0,0,0.0,0.0,0.0019651055
190,9.42,16.35,800,0.0,0,0,0.0,0.0,0.0005387366
190,9.42,16.35,1000,0.0,0,0,0.0,0.0,0.00014895201
190,9.42,16.35,1200,0.0,0,0,0.0,0.0,4.1157007e-05
190,9.42,16.35,1400,0.0,0,0,0.0,0.0,1.1354685e-05
190,9.42,16.35,1600,0.0,0,0,0.0,0.0,3.0994415e-06
190,9.42,16.35,1800,0.0,0,0,0.0,0.0,8.046627e-07
190,9.42,16.35,2000,0.0,0,0,0.0,0.0,2.0861626e-07
200,9.42,16.35,50,20000.0,120,50,74.17,0.37085,0.26306158
200,9.42,16.35,150,20000.0,120,50,64.64,0.3232,0.27854085
200,9.42,16.35,250,20000.0,120,50,50.3,0.2515,0.19706848
200,9.42,16.35,350,20000.0,120,50,41.84,0.2092,0.13534603
200,9.42,16.35,450,20000.0,120,50,11.45,0.05725,0.08369458
200,9.42,16.35,550,20000.0,120,50,3.0,0.015,0.06415808
200,9.42,16.35,650,20000.0,120,50,1.5,0.0075,0.05299157
200,9.42,16.35,750,20000.0,120,50,0.0,0.0,0.043695807
200,9.42,16.35,850,20000.0,120,50,0.64,0.0032,0.03680736
200,9.42,16.35,950,20000.0,120,50,0.0,0.0,0.030543268
200,9.42,16.35,1050,20000.0,120,50,0.0,0.0,0.024701357
200,9.42,16.35,1150,20000.0,120,50,0.0,0.0,0.018493146
200,9.42,16.35,1250,20000.0,120,50,0.0,0.0,0.012187093
200,9.42,16.35,1350,20000.0,120,50,0.0,0.0,0.007851943
200,9.42,16.35,1500,20000.0,120,50,0.0,0.0,0.0035072146
