,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Residual Stress,Predict
30,250,17.62,18.84,680,5714.3,70,30,492.02305369999993,541.4973
31,185,9.42,16.35,0,0.0,0,0,0.0,-11.9960785
32,185,9.42,16.35,200,0.0,0,0,0.0,6.9104047
33,185,9.42,16.35,400,0.0,0,0,0.0,-4.1308637
34,185,9.42,16.35,600,0.0,0,0,0.0,-2.886456
35,185,9.42,16.35,800,0.0,0,0,0.0,-3.2365997
36,185,9.42,16.35,1000,0.0,0,0,0.0,-3.5867438
37,185,9.42,16.35,1200,0.0,0,0,0.0,-3.936883
38,185,9.42,16.35,1400,0.0,0,0,0.0,-3.7201927
39,185,9.42,16.35,1600,0.0,0,0,0.0,-0.10374467
40,185,9.42,16.35,1800,0.0,0,0,0.0,3.5127087
41,185,9.42,16.35,2000,0.0,0,0,0.0,7.1291423
42,250,17.62,18.84,0,0.0,0,0,0.0,3.7836578
43,250,17.62,18.84,200,0.0,0,0,0.0,18.167978
44,250,17.62,18.84,400,0.0,0,0,0.0,14.556009
45,250,17.62,18.84,600,0.0,0,0,0.0,11.658271
46,250,17.62,18.84,800,0.0,0,0,0.0,13.652154
47,250,17.62,18.84,1000,0.0,0,0,0.0,14.212499
48,250,17.62,18.84,1200,0.0,0,0,0.0,13.862388
49,250,17.62,18.84,1400,0.0,0,0,0.0,13.512236
50,250,17.62,18.84,1600,0.0,0,0,0.0,13.162105
51,250,17.62,18.84,1800,0.0,0,0,0.0,12.81196
52,250,17.62,18.84,2000,0.0,0,0,0.0,12.461839
53,211,11.6,29.9,0,8571.4,50,50,-965.0,-730.0529
54,211,11.6,29.9,25,8571.4,50,50,-741.8372491,-560.48376
55,211,11.6,29.9,50,8571.4,50,50,-554.0228053,-417.04587
56,211,11.6,29.9,75,8571.4,50,50,-412.0354238,-302.276
57,211,11.6,29.9,100,8571.4,50,50,-247.14118369999997,-199.78903
58,211,11.6,29.9,125,8571.4,50,50,-125.5339892,-110.58419
59,211,11.6,29.9,150,8571.4,50,50,-121.0811753,-12.730392
60,211,11.6,29.9,175,8571.4,50,50,-19.85083147,46.7382
61,211,11.6,29.9,200,8571.4,50,50,119.57985190000001,99.458855
62,211,11.6,29.9,225,8571.4,50,50,134.2260956,152.09113
63,211,11.6,29.9,250,8571.4,50,50,176.88592169999998,200.1041
64,211,11.6,29.9,0,0.0,0,0,0.0,-26.171442
65,211,11.6,29.9,200,0.0,0,0,0.0,-0.93671006
66,211,11.6,29.9,400,0.0,0,0,0.0,15.8658905
67,211,11.6,29.9,600,0.0,0,0,0.0,14.885343
68,211,11.6,29.9,800,0.0,0,0,0.0,26.465654
69,211,11.6,29.9,1000,0.0,0,0,0.0,24.086462
70,211,11.6,29.9,1200,0.0,0,0,0.0,13.927675
71,211,11.6,29.9,1400,0.0,0,0,0.0,3.7684214
72,211,11.6,29.9,1600,0.0,0,0,0.0,4.942308
73,211,11.6,29.9,1800,0.0,0,0,0.0,8.919074
74,211,11.6,29.9,2000,0.0,0,0,0.0,12.895772
75,684,9.66,17.42,0,0.0,0,0,0.0,2.0919685
76,684,9.66,17.42,200,0.0,0,0,0.0,-11.031164
77,684,9.66,17.42,400,0.0,0,0,0.0,4.1500626
78,684,9.66,17.42,600,0.0,0,0,0.0,0.24489126
79,684,9.66,17.42,800,0.0,0,0,0.0,-3.660295
80,684,9.66,17.42,1000,0.0,0,0,0.0,-7.0253525
81,684,9.66,17.42,1200,0.0,0,0,0.0,-10.378556
82,684,9.66,17.42,1400,0.0,0,0,0.0,-13.6878395
83,684,9.66,17.42,1600,0.0,0,0,0.0,-16.725397
84,684,9.66,17.42,1800,0.0,0,0,0.0,-19.762909
85,684,9.66,17.42,2000,0.0,0,0,0.0,-22.800356
86,314,17.62,18.84,0,8571.4,50,50,-1324.0,-1255.5776
87,684,9.66,17.42,0,40000.0,20,8,-1209.793734,-1109.2787
88,684,9.66,17.42,10,40000.0,20,8,-1218.015666,-1046.741
89,684,9.66,17.42,30,40000.0,20,8,-1087.467363,-916.83685
90,684,9.66,17.42,50,40000.0,20,8,-813.3159268999999,-780.949
91,684,9.66,17.42,75,40000.0,20,8,-567.8851175,-603.70886
92,684,9.66,17.42,100,40000.0,20,8,-270.23498689999997,-419.7811
93,684,9.66,17.42,150,40000.0,20,8,-100.5221932,-89.0212
94,684,9.66,17.42,200,40000.0,20,8,35.24804178,54.712482
95,684,9.66,17.42,250,40000.0,20,8,298.95561360000005,157.73395
96,684,9.66,17.42,400,40000.0,20,8,220.6266319,209.77078
97,684,9.66,17.42,500,40000.0,20,8,199.7389034,205.74542
