,Yield Strengh,UTS,Cr %,Depth,Strikes/mm2,Static Force,Amplitude,Residual Stress,Predict
85,684,9.66,17.42,2000,0.0,0,0,0.0,1.8136349
86,314,17.62,18.84,0,8571.4,50,50,-1324.0,-1358.8236
87,684,9.66,17.42,0,40000.0,20,8,-1209.793734,-981.3286
88,684,9.66,17.42,10,40000.0,20,8,-1218.015666,-933.397
89,684,9.66,17.42,30,40000.0,20,8,-1087.467363,-835.1307
90,684,9.66,17.42,50,40000.0,20,8,-813.3159268999999,-733.8711
91,684,9.66,17.42,75,40000.0,20,8,-567.8851175,-603.5296
92,684,9.66,17.42,100,40000.0,20,8,-270.23498689999997,-469.60858
93,684,9.66,17.42,150,40000.0,20,8,-100.5221932,-194.0008
94,684,9.66,17.42,200,40000.0,20,8,35.24804178,44.512787
95,684,9.66,17.42,250,40000.0,20,8,298.95561360000005,117.20825
96,684,9.66,17.42,400,40000.0,20,8,220.6266319,286.40515
97,684,9.66,17.42,500,40000.0,20,8,199.7389034,364.53973
